,refFrame27327.pdb,refFrame42935.pdb,refFrame56678.pdb,refFrame46604.pdb,refFrame15966.pdb,refFrame32731.pdb,refFrame12531.pdb,refFrame51022.pdb,refFrame20180.pdb,refFrame37866.pdb,refFrame53490.pdb,refFrame23305.pdb,refFrame48895.pdb,refFrame2036.pdb,refFrame3917.pdb,refFrame7338.pdb,refFrame14497.pdb
0,0.8786040477502266,1.013954214131085,1.053134278354789,0.8050585028654276,0.8733307644351017,1.4029680170899954,1.2439474971829594,1.3826612952048802,1.1398427846241073,1.0332036771490951,1.3185719375634077,1.0917827007455982,1.121014512679362,1.019712691644242,1.157078632262515,0.9602298586675292,1.3517356121352202
1,0.8530271821917865,0.9464449667927771,0.9586468701786545,0.8152363713139361,0.8484176365854313,1.3729703474448047,1.173392642484423,1.2717089541055628,1.1172361745799326,1.0234999427443559,1.263969833227994,1.053327512472488,1.0634928804586556,0.9811429693331347,1.1255056087747732,0.891487322790257,1.2797630561683517
2,0.8571918266910176,0.9755137021534694,1.0101929280598112,0.8636568128641022,0.8563421226356648,1.3666244812413604,1.2315691997308809,1.3196631268160732,1.1427720180846677,1.032382207670443,1.2832985905811842,1.0698735905224106,1.1205490407607341,1.0099946908941777,1.1406294475169187,0.8823562070545335,1.3253245001083551
3,0.8455333725839205,1.0265060172423242,1.021800678693136,0.8897902951613315,0.8491158265850004,1.3332651671871976,1.2218810931684796,1.2744241486166703,1.1977111593787082,1.0823790365509771,1.2590709674170903,1.0498019249410324,1.1367824856220115,1.0512576526654902,1.2070120865553529,0.8752484402174509,1.2587830545378205
4,0.8961145409920034,0.9635333394326682,1.018104563515427,0.8347546933243521,0.8656105916341097,1.3823862022093107,1.2252925376451749,1.3541478597397956,1.1262667207450283,1.0432915186533969,1.306364391134161,1.0713725722005663,1.089652638680979,1.013656319629628,1.134842872072276,0.8965946260607434,1.3315211204827273
5,0.9026063437943196,0.965520299447074,0.993647778347799,0.8152228228350848,0.89871131659512,1.3547926815767395,1.2071551698209284,1.3225537545756274,1.1207589673672635,1.0561782468578167,1.2378342132595472,1.0821830850711414,1.035228065263917,0.9797412185352765,1.0744203301925166,0.905590661771016,1.28827681016853
6,0.8528613911019567,0.9892888821521024,0.9935173745396104,0.8575031554879142,0.8614319039024807,1.387299105816059,1.231501889801646,1.3545678903763276,1.1707092963765264,1.0546669798371333,1.3120552852294758,1.061996598027235,1.125411462724037,1.043814281828077,1.17208882948472,0.8896292977726806,1.3128144048605006
7,0.8570510339133033,0.9906265864797067,0.9906629101781775,0.7947271392486523,0.9107458492707449,1.3913469367654319,1.2364248740799306,1.3702060741596898,1.144632065420777,1.0319866364069756,1.305833625736245,1.0924676495072427,1.0655626597400887,0.9847995315982103,1.1118962552053775,0.9065916541723686,1.349635114870617
8,0.9167361809605166,0.958025820490502,0.9463161960095954,0.8554046488747805,0.8659054799751332,1.3817194758622988,1.1812163277327934,1.3004302575922855,1.104341547195799,1.027264665526135,1.2829895360131944,1.0781925821423977,1.0492908863373294,0.9787243791057592,1.0925210623671806,0.8891285830220821,1.2899285541506162
9,0.8738678107190294,0.9421009479452364,0.9225539223697691,0.7864662800379678,0.8454698068553682,1.3558013247306595,1.151916047636311,1.3192992692079066,1.1288968535285127,1.0136525456346441,1.2714081169289493,1.0261886727750185,1.0376034099820972,0.9906627407769303,1.1094176734444803,0.8836128682162679,1.2679456537525498
10,0.8389459781754236,0.9464850540473965,0.9581110427131837,0.8641391815691615,0.832952763951764,1.3449953465463114,1.1867717946333867,1.3006628795457573,1.1668901049192701,1.0367763205236413,1.2893003354926331,1.0341792462339492,1.065687883915425,1.0130776883517527,1.167545120309247,0.8578817300945948,1.302338137824544
11,0.8653868117182716,0.9556684654666228,0.9590162019963757,0.8330130446679438,0.8886604209200104,1.3716120011087158,1.1690478864465623,1.3013675241452942,1.11644553999413,1.0380592330727785,1.2654677381684145,1.0759829389265354,1.0582908370039208,0.9898855395432825,1.0937600576953572,0.8961380416662639,1.2926613361725952
12,0.8673329767323279,0.953965930916893,0.937665656932875,0.8878883352574032,0.8469656828005321,1.3490166160376649,1.1688579965294361,1.2403427791712778,1.1453950986562729,1.0779411378042052,1.249707513599232,1.023236887900499,1.0866914974553554,1.024715143930245,1.1691586458802445,0.8558368033720489,1.280709136355206
